0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
Dracula,B00004CYNY,The Wolfman,B001GCUO0C,Van Helsing,B001JIHGO0,Interview with the Vampire,B00004VYMF,Red Riding Hood,B003Y5H556,Queen of Damned,B000069I5T,Queen of the Damned,B004YSDZAG,"['venture', 'action', 'crime']"," <a href=""http://www.amazon.com/gp/product/B000TGJ80S"">Bram Stoker's Dracula (Collector's Edition)</a><br />A beautiful and tragic love story.  The connection between Mina and Dracula is powerful and soulful.  You sympathize with Dracula's deep sorrow for having lost the love of his life.  Mina is his reincarnated lost love.  The costumes, erotic intimations, imagery, and cinematography are breath-taking.  The characters are painted in a sophmoric stroke, save for Gary Oldman's portrayal of Vlad/Dracula.  He is stunning in this role.", Bram Stoker's Dracula
Dexter - Season 4,B003ULP9OS,Dexter: The Fourth Season,B003ZW3C3M,Dexter: Season 5,B003L77GRO,Dexter: Season 2,B001S2PT3M,Dexter - Season 3,B0036QV8JW,Dexter: Season 6,B005FISBV2,Dexter: Season 1,B000Q6GUW0,"['venture', 'action', 'crime']"," I was absolutely mesmerized by this show the first season. Second season was still amazing, Third season kind of dropped a bit, and I waited to get the fourth season. While it's not quite up to the home run of the original season, it's solidly good.<br /><br />When you finish, HBO has a preview of the first episode of season 5 up online. It gives me the impression that a lot of season 4 was the harbinger of what's to come in season 5, because it blew my socks off, and I wasn't even wearing socks at the time."," It's Dexter, and it's good."
"Twilight Saga, The: Breaking Dawn Part 1",B007FC3AAI,Twilight Saga: Breaking Dawn 1,B00783NPVI,Twilight Saga: Eclipse,B0045XICB2,Twilight Saga: New Moon,B003DBEX6K,Crepusculo La Saga: Luna Nueva,B003EE28IQ,The Vampire Diaries: Season 1,B002JVWRAE,Harry Potter-Half Blood,B00308TGGS,"['venture', 'action', 'crime']"," Amazon's service is excellent!  I love my new DVD.  I can't watch it enough, in fact, I need to order a back up as I'll soon wear this one out - I purchased all four from Amazon plus the last book in the series and LOVE them all ...... I can't say enough about the Twilight Saga - the emotions they bring back from my first love is unbelievable - just like it happened yesterday.  I had forgotten what strong feelings I had when I was a teenager .... forgive me for stealing a line from one of the dvds but these movies are ""like a drug to me"".", I am now a Twilight Freak
It Might Get Loud,B002RVZV9K,Rush: Beyond the Lighted Stage,B003JLA4KS,Led Zeppelin,B00008PX8P,No Direction Home: Bob Dylan,B005898DDO,Bob Dylan - No Direction Home,B000A0GP4K,Rush: R30,B002QCKONI,Neil Young Heart of Gold,B005898EX8,"['venture', 'action', 'crime']"," It might get loud is only a perspective or point of view, but after all it's the point of view of Jimmy Page!!, so far for me that is quite alot.<br /><br />About the product itself: No complains, its a Blu Ray disc, in a box like any other, delivery was very fast!<br /><br />Documentary: Any person that consider himself a Guitar player, Led Zeppelin Fan, or simply a lover of good music will love this documentary, Page is simply an incredible speaker, the Edge and Jack also provide a impresive point of view about, Music, Gender, Guitars, Life it self<br /><br />Awesome Documentary, Great Quality! Sound.... Well English don't have 5.1 not sure why, but it really dosen't needed.", Great in may ways
Farscape: The Complete Series,B005CXOG8M,Farscape,B0006FO9B0,Battlestar Galactica,B0001M1JFM,Stargate Universe SG-U: 1.0,B002R8JG58,Lost: The Complete Collection,B0036EH3WK,Angel - Seasons 1-5,B000BWFWFK,Stargate SG-1 - Season 10,B000PMFRTC,"['venture', 'action', 'crime']"," Please, to whomever is in charge of whatever endeavours may need to be undertaken to put out a solid blu-ray release for Farscape, PLEASE, consider doing so.  Having one of the best sci-fi series ever released on the best commercially available media format could only make the viewing experience that much more amazing and enjoyable.  Most people I know would upgrade to a blu-ray set of the series in a heartbeat and many others that don't even have blu-ray would probably buy it just to get the improved quality.  The DVD's are great, but please give us more.  The show deserves, and so do the fans.", We NEED this!
The Polar Express Presented in 3-D,B001F12J48,Polar Express,B002NZTZ8S,Coraline,B004GXKBEM,Monster House,B000IFRT2O,Journey to the Center of Earth,B005DVIPJY,Meet The Robinsons,B005GSVFGY,Ice Age 3,B004047XXO,"['venture', 'action', 'crime']", We watch the old dvd faithfully most years.  But this year we decided to try the blu ray 3D version of a Polar Express.  I thought the dvd had the most amazing images ever but the 3D just blew our minds.  Amazingly beautiful movie based on a heart warming classic children's book.<br /><br />Please do not confuse this blu ray 3D with the old fashioned cardboard glasses 3D.  This is so beyond that technology! Well worth the price to have this gorgeous movie as part of your classic Christmas traditions., AMAZING 3D
Pushing Daisies: Season 1,B000YAA2SQ,Castle: Season 1,B001XRLWPQ,Arrested Development: Season 1,B0002PYS7Y,Farscape: The Complete Series,B005CXOG8M,Lost: Season 1,B00139YA4O,Moonlight: The Complete Series,B004YPED14,Veronica Mars: Season 1,B000A59PMO,"['venture', 'action', 'crime']"," I can't seem to put into words exactly how i feel. In essence, am dissapointed that we have ditched a colorful comedy, full of rights and wrongs and the consequences that follow these decisions, shown in a way that would not make one cringe, such as CSI.. Friendships, hardships, love, and a knitting detective all found their place in one show, that is now to be gone forever.. I purchased this item for my family, and recieved it as a gift from someone i hooked on the show. I don't think it will ever get dusty in my movie collection.<br />In my opinion, it's the best show to ever be cancelled.. And i watch a lot of TV", pushing daisies
Live At The Royal Albert Hall,B005Y423ZC,Celtic Woman,B0007M22TI,Shania Twain - Up,B0000TB03W,Celtic Thunder: The Show,B00152PFAM,Eagles: Hell Freezes Over,B00004T8BV,Neil Young Heart of Gold,B005898EX8,U2 - 360° AT THE ROSE BOWL,B003ELOQCU,"['venture', 'action', 'crime']"," This is a must have as a part of your Adele collection as this video captures the true essence of Adele at one of her best unforgetable performances with explaination and thoughts on her work.  When I first saw it I decided to purchase it and recommend it to anyone who is an avid fan of hers.  If you are not a fan you will be by the end of the show and you can see her capture and captivate her audience with her charm, sense of humor, her emotions, and of course her voice.  This is a masterpiece!", An emotional great performance masterpiece!
The Young Victoria,B001C4AFOY,Elizabeth,B00007AJF9,The Queen,B004SIP9B0,Becoming Jane,B000ZIZ0RA,The Other Boleyn Girl,B0018STVHQ,Marie Antoinette,B000NGYLOM,Miss Potter,B000N4SHOE,"['venture', 'action', 'crime']"," If you liked ""The Duchess,"" you will like ""The Young Victoria!""  Emily Blunt does a spectacular job playing the young Queen Victoria, as does Rupert Friend as the youthful Prince Albert!  The general mood, music and costume design truly enhance the beauty of this eloquent film of history book romance.  Not too sure about the historic accuracy of the film (I'm not as well versed about Queen Victoria as I am about, say, Elizabeth I or her father, Henry VIII), but it is nonetheless a delightful film that just didn't enjoy enough time on the big screen.", Beautifully Crafted Gem of a Film!
Willy Wonka & The Chocolate Factory,B002YNGNG6,Chitty Chitty Bang Bang,B000WC39ZE,Alice in Wonderland,7799122803,Mary Poppins,B00004R99M,Return To Oz,B003Y059EK,Neverending Story,B002YU4QSQ,Pinocchio,B0000TG48I,"['venture', 'action', 'crime']"," I love this version of willy wonka, the songs are fun to listen to, the oompa loompas look funny. One of the best scenes in the movie is when Willy Wonka starts singing ""come with me and you'll be in a world of pure imagination"" as he and the children enter that wonderful place filled with candy and chocolate that u just want to grab and eat. From candy cups, to jelly teddy bears, balloons filled with chocolate fudge and the chocolate river, delicious as it seems and sounds. Other scenes include drinking fizzzy lifting drinks that let ya fly into the air, sure wish we could do that.", U gotta love Willy Wonka
Team America:  World Police,B0007YXREA,Team America World Police,B000IZ6URY,Borat,B002M4CEZG,The Aristocrats,B000C3L2NE,Simpsons Movie,B000WGYMGK,"Family Guy, Volume One",B000083C6V,"Family Guy, Vol. 1",B0007ZEMAW,"['venture', 'action', 'crime']"," I wish this movie had sequels.  It even made it into a US Military scandal in Iraq or Afghanistan (I can't tell the difference) when the American soldiers were videotaped ""durka durka durka"" -ing at a civilian family before they killed the family.  They got into trouble for that.  Check youtube for their home video that was the smoking gun.  I bet Team America's Buck O'Five philosophy influenced numerous young Americans to enlist and carry weapons in some far off dessert inhabited by foreigners."," OMG - ""elaborate TEA ceremony,"" indeed"
The Complete Metropolis,B0040QYROK,Fantasia,B00004ZBXH,King Kong,B00003CXAW,Brazil,B009D004X6,Return of the Jedi,B00000FE44,TRON,B004KPLVW2,Time Machine,6301977815,"['venture', 'action', 'crime']"," No copy of Metropolis is of any worth unless it's the version that was done by Giorgio Moroder. As far as I know none exist except for some old VHS copies (expensive- I own one.) It's a shame since the Moroder film combined modern rock with the best revitalized long version copy of Metropolis one could get and infused hard to find stills into it that are representative of missing pieces of the film. Pieces that are gone forever, but the stills at least tend to make the story much clearer. When are the people who have the means going to put the Moroder version on DVD? Like NEVER?", Don' Bother Unless...It's Moroder (out of print)
Fargo: Special Edition,B00009W5CA,Fargo,B001U6YI8I,The Big Lebowski,B0000B1OGS,No Country for Old Men,B0011BE3K0,Burn After Reading,B001N4ROW4,"O Brother, Where Art Thou?",B00003CXRM,In Bruges,B0018BD9DA,"['venture', 'action', 'crime']"," If this isn't my favorite movie, it's sure in my top five. There isn't a false note in the film. Quirky (a pregnant sheriff, Margie's HS boyfriend appearing out of nowhere, the Jose Feliciano concert)and yet weirdly realistic. The writing, directing, casting and performances are all dead on and complement one another. And the typical Coen brothers theme of an everyman setting in motion events that soon spiral out of his control, even as he tries desparately to regain it, makes for an involving plotline that sucks the viewer in and doesn't let go until the final credits. The Coen brothers oeuvre is filled with little masterpieces, but this is their best. An absolute triumph.", A Perfect Movie
Good Will Hunting 15Th Anniversary Edition,B0088EDO08,Good Will Hunting,B006RXPT82,A Beautiful Mind,B000FVQLQQ,Una Mente Brillante,B0018S21VY,Town,B008UZCCDK,One Hour Photo,B00007976T,Gone Baby Gone,B006RXQBR0,"['venture', 'action', 'crime']"," I wont explain the whole story here as many others have done so already.  But I will say that I think it's incredible how the two best friends in this movie, and the two best friends in real life wrote the script for this movie!  It's a very good story with great acting, particularly by Robin Williams who needs just as much credit for his acting ability as he has for his comedic sense.  This is one of my favorite movies and I recommend it whole heartedly!  You'll laugh, you'll cry, you might relate to it, and even though you're not a New Yorker, you'll start saying ""how do you like them apples?"".", 5 stars easy!
The Pursuit Of Happyness,B000OW77UU,The Pursuit of Happyness,B000N6U0E2,Cinderella Man,B000ARTN3S,The Blind Side,B0048EANPQ,Seven Pounds,B001QERPAC,Facing the Giants,B0010IF6NC,The Wrestler,B001XN9NTC,"['venture', 'action', 'crime']"," I didn't get to see the Pursuit of Happyness at the movie so I bought it the first day it came out on video. I think Wil Smith demonstrated how great an actor he really is in this movie. The dept of emotion he conveyed throughout this story truly touched my heart. It would have been nice to see what happened to the wife and a little more about Chris Gardener after he started his career at Dean Witter. But I think those involved in the story wanted to show the bond between a father and son which they did.<br /><br />Kudos to Wil Smith and Chris Gardener for telling this life-story.<br /><br />If you haven't seen this movie, it's not too late. It is a very inspirational story. See it.", A Touching Life-Story
Sons of Anarchy: Season 1,B0024FAR5W,Sons of Anarchy: Season 2,B002N5N5R0,Sons of Anarchy: Season 3,B003L77GKG,Sons of Anarchy: Season 4,B0058YPGSY,Justified: Season 2,B004HW7JNS,Justified: Season 3,B00793J278,Justified: Season 1,B0038M2AQ4,"['venture', 'action', 'crime']"," It shows the raw, and dramatic affects of a Chapter club of Bikers and the problems they expose themselves to. It's not for under 17 yr olds, but for us former Bikers, I found it refreshing. Kate Segal (Peggy from ""married with Children"", is a complete turn-a-round, illustrateing her Best role as the Matriarch of the Bikers Creed and Honor.<br />  Ron Perlman, excellant acting, and convincing. His stepson is the main character in the series. The film is violent, sexual content, and compassion..its worth enjoying with a open mind..That I promise you!!", Sons of Anarchy (Season 1)
The Goonies,B005KQVDH8,The Monster Squad,B002NPY7FO,Indiana Jones - Giftset,079215827X,The Last Unicorn,B004FHCHDC,Lost Boys,B00004CQYO,"Lost Boys, The",B001AR4K8K,Back to the Future,B00004RR4D,"['venture', 'action', 'crime']"," I am totally shocked by those who have attacked this movie. Yes!...it is predictable. Yes!...the kids are annoying at times. But what a fun, escape from reality joy ride. I am what I call a movie snob, and I have loved this movie since the first day I saw it. I am now 47 yrs old and still enjoy it. This will be shown to my grandkids, and I will enjoy it then. For those who do not like this movie for its' content...you have that right...but still, I feel sorry for you. Where is the kid in you? Peace be with you always. THE GOONIES ROCKS!!!!!!!!!!!!!!", WOW!
Iron Man 2: 3-Disc Combo Pack,B0044ZYJQS,Iron Man,B001KZG99A,Hulk,B001LM1456,Thor,B005H9B44A,Transformers: Dark of the Moon,B005G4TJI4,Spider-Man 3,B0042AGNCS,Green Lantern,B004EPZ07K,"['venture', 'action', 'crime']"," This film was a true worthy follow-up to one of the best superhero films of all time. Inspired by the storyline from the late 80s 'Armor Wars' arc, Iron Man 2 has our hero fighting against his invention being weaponized while at the same time fighting those who are stealing his tech. There is no one who can pull off Tony Stark like Robert Downey Jr. His portrayal is worth watching even if he never dons the suit. This is good, because Iron Man gets very little screen time against his alter ego in this installment. A perfect precusor to Avengers and Thor, with a slight nod to Captain America. You cannot go wrong here!", A Worthy Part 2
Outlaw Josey Wales,B00000FE22,The Outlaw Josey Wales,B001BGS16M,Cowboys,6302816424,"The Good, the Bad and the Ugly",B0001EYT2A,The Searchers,B00004CYH4,Appaloosa,B001LRJH0U,Once Upon a Time in the West,B004T0XYM8,"['venture', 'crime', 'action']"," Clint Eastwood's The Outlaw Josey Wales is one of his best,a tale of revenge by a farmer whose family has been<br />murdered by a band of Red-legs during the time of the Civil War. The cast is outstanding and the story line flows from the time the helpless farmer Wales sees his family murdered to the final climax when Wales now a hunted Outlaw and killer gets his revenge. eighty year old Chief Dan George is wonderful as an old Indian who has lost his way as the white man has pushed his people onto the reservation. Will Sampson is also excellent as an Indian Chief who becomes Wales blood brother against the Red-legs.", An Eastwood classic
The Wire: The Complete Series,B005NFJAWG,The Wire: Season 1,B0002ERXC2,Breaking Bad: Season 4,B0058YPG2K,Breaking Bad: Season Four,B0058YPG1G,Breaking Bad: Season 1,B001DJLCRC,The Sopranos: Season 1,B0028RXXFM,Deadwood: Season 1,B0006FO5LO,"['venture', 'action', 'crime']"," I bought this, having already watched it all on HBO. This is, in my opinion, one of the best, if not the best, television series of all time. Incredible characters and character development. Thought provoking topics and plots. And gritty, engaging drama.<br /><br />My only complaint is that I seemed to remember watching this series in widescreen... I could be wrong, because I had a standard def TV at the time, but the dvds are not in widescreen.<br /><br />Other then that, incredible series and great value here on Amazon."," Arguable, the best television series, ever."
Closer,B000JY8F22,The Kids Are All Right,B003L20ICE,Match Point,B000EQHXNW,Vicky Cristina Barcelona,B001G9F9IW,Before Sunset,B0002YLC24,Birth,B001TDRGZO,Notes on a Scandal,B00005JP63,"['venture', 'action', 'crime']"," It is unbelievable as to how true this movie is.  Jude Law's character is a depiction of a man's jealousy while Clive Owen's illustrates a man at his breaking point and ability to manipulate.  Julia Roberts and Natalie Portman give exceptional performances as well, showing off the female perspective in a way where they too are viable for everything that occurs in the film.  All in all, the performances are spectacular and the movie draws you in and shows you just how cruel and truthful relationships really are.", No Other Movie Is Closer To The Truth...
Walk the Line,B000E8N690,Walk the Line EXTENDED CUT,B001FQFFMG,Ray,B001C3E9K6,Beyond the Sea,B0009ETDDW,La Vie en Rose,B000WM84YU,De-Lovely,B007E2TFXK,Capote,B000ZD1M9K,"['venture', 'crime', 'action']"," Joaquin Phoenix and Reese Witherspoon who played Johnny Cash and June Carter were superb.  I am amazed at how close Phoenix comes to the voice of Johnny Cash.  The story line is interesting and really not a dull moment in the movie.  This movie was as good as Ray or better.  I really wish there would have been more songs included by Johnny Cash instead of other artists.  The movie does not include Cash's entire life, but only up to his Fulsom Prison performance.  I do think that the movie represented Johnny well.  Of course I recommend that you see this movie.", Excellent Acting and good story
Kill Bill - Volume Two,B001BJ6918,Kill Bill - Volume 2,B0009KQOLU,Vol. 2,B0002849JI,Death Proof,B002J2PB10,Hero,B003UMW66G,Fearless,B000MR3RY2,Oldboy,B0029SCFE0,"['venture', 'action', 'crime']"," Well I hope I am one of the first to review KBV2.  I thought it was most excellent.  I gave it four stars, only because in the beginning of the film it was much different from V1.  It was awkward for me, but eventually it got back into the flow of the movie as it had in V1.  The sound effects had a great effect in this one, better then the first I believe.  I liked how we got to know the Deadly Viper Assassin Squad more also.  The dynamic cast of characters collaged this movie into a great composition.  The ending credits really wrapped up both volumes very well.  I cannot wait untill they come out in a package so I can buy it.", Excellent
The Eagles - Farewell 1 Tour - Live From Melbourne,B00092ZMDY,Eagles: Hell Freezes Over,B00004T8BV,Rush: R30,B002QCKONI,Rush in Rio,B0000CG89W,Pink Floyd - Pulse,6303477259,Led Zeppelin,B00008PX8P,U2 - 360° AT THE ROSE BOWL,B003ELOQCU,"['venture', 'action', 'crime']"," OK, they're looking a lot older, but WOW, these boys can perform! (Is it just me or does Don Henley's hairstyle have him looking a little like Mickey Dolenz?)<br /><br />Hit after hit after hit...for almost 3 hours! One song ends, another one starts! No documentaries between songs (take a hint here Paul McCartney). This is what a concert SHOULD be! Several encores! Great harmonies! Tight performances!<br /><br />And the sound! They know how to put together a DVD release! The DTS sound is incredible! It's crisp! It kicks! Not only can you HEAR the music, but you can FEEL it as well!<br /><br />This one belongs in your home DVD concert library! You won't be sorry you bought it.", WOW!
Brick,B0057GUE3K,,B000F5GNX8,The Black Dahlia,B000K2UVZW,Veronica Mars: Season 1,B000A59PMO,Primer,B0007N1JC8,Drive,B006W0QR1S,Elephant,B0001EFUFK,"['venture', 'crime', 'action']"," There is one aspect of this film, that seperates it from many others. It is the very creative dialogue used. Like ""Where's Dode Flopped""? And many others! The casting was very well done! One has to really appreciate the fact that even though this movie is in a modern high school in San Clemente, CA., Sometimes, I feel like i was even being transported back to a 1940's style movie. The pattern is somewhat like this. If you love a low budget movie, that is unlike any other I have ever seen; I recommend you get this DVD. You will really appreciate it. Oh, and did I mention the music score. It is really cool!<br /><br />Peace-", One of the Best Indie Films in some years!! AAA++
Disturbia,B0028PIQE2,Paranoia,B0015U0QXA,Vacancy,B002EJ1680,The Strangers,B001D2WU8O,Fright Night,B003Y5H5FG,Rear Window,B002RSQGQK,Eagle Eye,B001L2ZSKS,"['venture', 'action', 'crime']"," If you don't enjoy being nervous, don't watch this movie!<br />The feeling of suspense and urgency was almost too much at times (in a good way!) as a teenager under house arrest begins to suspect that his neighbor is a serial killer.<br />He proceeds to investigate in ways that make you yell at the television, shamelessy spying on his neighbor with binoculars and the use of his friends.<br />I loved the tense moments throughout, and I also like the fact that I found myself unsure of what the real story was.<br />Is his neighbor a serial killer?  Definitely.  Wait....maybe not.  Wait...I think he is....<br /><br />Watch it and find out!", A real nail-biter!
Blade Trinity,B0007VZB9W,Blade: Trinity,B0007V6IT4,Blade 3: Trinity,B003UOSVEU,Underworld: Evolution,B000F6IOC0,Underworld Awakening,B007PS0DTI,Resident Evil: Apocalypse,B000I8ES70,Hellboy,B00008EY63,"['venture', 'action', 'crime']"," This was a painfull movie to watch!  The Blade franchise runs its course with this thrid release and shows its a total mess.  Wesley Snipes looks like he just wants this film to end with his performance.  He seems almost boored!  The storyline is weak and the dialogue is ugly to listen.  The choreographed action scenes are fair.  The biggest mistake was killing off the character played by Kris Kristofferson in order to bring in a younger audience.  In the last 2 movies, he gave the movie class.  The producers should have known that if it ain't broke, don't fix it.", The weakest of the bunch!!
The Walking Dead: Season 2,B005LAJ22Q,The Walking Dead: Season 1,B005CA4SJW,Supernatural: Season 4,B001FB4W0C,Lost: Season 1,B00139YA4O,Supernatural: Season 2,B004PHSTY8,Breaking Bad: Season 4,B0058YPG2K,Supernatural: Season 3,B000X5SPBI,"['venture', 'action', 'crime']"," Being a huge Walking Dead fan (both of the comics and the show), I bought this DVD a few days after it was released, and since I'm an Amazon Prime member, I took their offer for free 2-day shipping. Boy, am I glad I did. I received the order quickly, it was packaged nicely and securely in a box, and the DVD itself is awesome. Personally, I don't get why people are saying season 2 was too short - there has to be character development somewhere and I feel that season 2 did just that. If you're a fan of horror, suspense, drama, and can handle graphic detail, I suggest you check this show out! You won't be disappointed! :)", Very pleased! :)
Dead Like Me - The Complete Second Season,B00094ARGY,Dead Like Me: Life After Death,B001TCXN7U,Arrested Development: Season 3,B000EXDS7K,Arrested Development: Season 1,B0002PYS7Y,Arrested Development: Season 2,B000A9QKRI,Veronica Mars: Season 1,B000A59PMO,Angel,B000BWFWFK,"['venture', 'action', 'crime']"," I think this a great show for someone looking for something different. After I purchased season one at a second hand cd and dvd shop I could hardly wait to see the second season. So I ordered off of<br />Amazon. Greatest site to order stuff that is obscure. So the show only lasted for two seasons to my dismay. When I asked the fellow in the second hand shop about the show, he said hard to describe but something like Six Feet Under. Since I loved Six Feet Under I thought give it a try. Although death plays a big role in both shows, they are certainly coming from a different view of death, both are highly entertaining.", Dead Like Me Season Two
The Big Bang Theory: Season 3,B002N5N4M6,The Big Bang Theory: Season 2,B001FB4VXU,The Big Bang Theory: Season 4,B003L77G6A,The Big Bang Theory: Season 1,B000W91RUG,Arrested Development: Season 1,B0002PYS7Y,The Office: Season Three,B000SINT4S,Arrested Development: Season 2,B000A9QKRI,"['venture', 'action', 'crime']"," This time Leonard scores but he will learn a lesson in love & Sheldon gets more into he used to be, but leaks some ordinary human conditions always funny all the time & Penny becomes a part of the bunch... I must say I enjoy a lot watching this series and it's easily get caught into the show if you feel some affinity with any of the 4 geeks, like to learn funny stories about science and technology and obviously seeing a nice girl next door into the scene. Like the first two seasons the big bang theory it's hilarious at he best and you could watch an episode so many times than you can get enough, always make your day!", always fun!
Matrix Reloaded,B0000AYLHQ,Matrix Reloaded UMD for,B0027FIAVC,The Matrix Reloaded,B0000AXE8I,The Matrix Revolutions,B0014C0BMU,The Ultimate Matrix Collection,B000OPPBEQ,The Chronicles of Riddick,B0002VEWME,Ghost in the Shell,6304539495,"['venture', 'action', 'crime']"," Crap. Plain and simple. Long speeches, cardboard characters, unfathomable plot twists. YUK. I'm sure there are those out there ready to crucify me but come on....I guess the new Star Wars films are good, too? The original Matrix is a fantastic, fresh, sci-fi romp. Little or none of that made it to part two. Those that absolutely LOVED the 1st film will no doubt enjoy this mess. Of course, they also bought that hideous video game....but the rest of us will yawn and say &quot;Why was this such a great franchise?&quot;.", Matrix Regurgitated
Three Kings,B003SEWMF6,Jarhead,B000E1XOHQ,The Thin Red Line,B000I9VZ0W,Hurt Locker,B0030MKGKY,Traffic,B000GFLEB8,Blood Diamond,B000OLRH1A,The Kingdom,B000Y7WGP6,"['venture', 'action', 'crime']"," A smart and funny war film that shows you don't have to be unoriginal to tell a war story. I think that Speilberg's Saving Pvt. Ryan is a poor film because it's dialogue and character development lack any realism and  originality, this film however has those qualities in abundance. Great  acting all around, a smart script and unflinching direction, this film is  very creative. In what could have been a typical war film director David O.  Russell adds the reality and intelligence of a world that has become  completely commercial. In doing so the story becomes new and fun. It's one  part action, one part drama and one part comedy and amazingly they all  work.", One of the top five of 1999!
Alien Quadrilogy,B0000VCZK2,Alien³,B00004S5PT,Pitch Black,B00005B6NC,The Chronicles of Riddick,B0002VEWME,Jurassic Park Ultimate Trilogy,B0057RCFQS,Predators,B0043J08C4,Jurassic Park Adventure Pack,B000BCE918,"['venture', 'action', 'crime']"," Lots of talk about what's good and bad about this 9-disc collection, but the bottom line is that it's the mother-lode for fans of the four movie series.  A couple of versions of each film, directors' and others' commentary, enough feature material to keep you watching for months... what's not to like?  Sure there's some fluff, but this is the greatest multi-movie science fiction/horror series ever made.  The movies are so different from each, it's fascinating to explore the creative processes of each one, and perhaps re-evaluate your own opinions.", A Must-Own For Series Fans
Green Lantern: First Flight,B002JDYCQY,Green Lantern,B004EPZ07K,Batman: Under the Red Hood,B003ITZBVS,Superman: Doomsday,B001EZ6OLY,Batman: Gotham Knight,B001BY2DRM,X-Men: First Class,B004LWZW4C,X-Men Origins: Wolverine,B002P8ZOUQ,"['venture', 'action', 'crime']"," Two of the five bonus episodes of the Justice League animated series are letterboxed rather than anamorphic.  (This means the image is surounded by dead black space on all for sides - it's formatted to display as widescreen on a 4:3 screen  but does not fill a 16:9 screen at all.)  It's always annoying when DVD extra features are formatted this way, but it's simply inexcusable on Blu-ray.  (A set of the Justice League DVDs was intentionally formatted this way, for absolutely no good reason.)  Perhaps they *couldn't* remaster the image and maintain the definition; that should be stated.", Extras Format
Step Brothers,B001GF8WPS,Step Brothers Unrated,B001MT9WNY,Hangover,B003VQZ4OW,Bridesmaids,B00466HN7M,Grown Ups,B002ZG97TW,Blades of Glory,B000XYUUTO,Pineapple Express,B001J9KJ3O,"['venture', 'action', 'crime']"," Do you love to laugh? If so, you must purchase this movie. It is single handedly the funniest movie of all time. I watched it three times and every single time I was rolling on the floor laughing. Step Brothers is absolutely hilarious. If you are a highly mature person I would not recommend this movie to you.  It is very immature and crude. If any parents are reading this, I would not show this movie to your children if the are under fifteen years old. The unrated version has quite a few curse words in it. In conclusion, I would recommend Step Brothers to people look for a good laugh", Step Brother
Happy Feet,B000MQ54OY,Happy Feet Two,B004EPZ0AM,Bee Movie,B0011ZNAIC,Rio,B004HO6I4W,March of the Penguins,B001OKKRVM,Madagascar: Escape 2 Africa,B0044RFTBK,Ice Age,B005KG4E8S,"['venture', 'action', 'crime']"," Happy Feet (Full Screen Edition) is an OK animated movied. The story line is about mumble a penguin that dances but can not sing. In penguin society everything is based on how you sing. Because of this he is seen as different and an outcast. The message to accept others is a good one. However, then the move starts with an overtly political message about evil humans and good animals. A children's movie should not deal with politics. The voice acting is great and Elijah Wood is great as Mumble. Still an OK movie. 3/5.", Happy Feet (Full Screen Edition)
War Horse,B0072GPQ72,Defiance,B002FOEFD2,Eight Below,B000F4PDFI,The Boy In The Striped Pajamas,B00628RVV0,The Pacific,B001VNB54A,Flags of Our Fathers,B000O77QDI,Flyboys,B000LAZE82,"['venture', 'action', 'epic']"," A movie about the enduring humanity of those involved with the horrors of war, as evidenced best by a beautiful scene towards the end of the film (without giving anything away, let's just say it involves barbed wire). Sure, it's hardly a new theme, but it's an enduring one. The trick War Horse employs so well is using an animal to give us insight, via vignettes stretching over several years, into the minds and hearts of those on all sides of World War I. Joey the horse is wondrous to behold, but more than anything, he's a blank slate, allowing the audience to impart their own emotions into the story."," A classic, semi-schmaltzy war movie"
Star Trek: The Wrath of Khan,B00004CK2I,Star Trek 2,B00000F6B7,Star Trek - The Motion Picture,6300216802,Star Trek I,B00008F27H,Star Trek: Nemesis,B0000A2ZO2,Star Trek - First Contact,6304415346,Star Trek VIII: First Contact,B002I9Z8EO,"['venture', 'action', 'crime']"," This is without a shadow of a doubt the best Star Trek movie with the original crew. A great villian, Khan Noonian Singh (Ricardo Montalban), Kirk, Spock, Bones, Scotty et al at their best. A great story, plenty of action, a terrific score by James Horner, excellent special effects by ILM.<p>Kirsty Alley played Saavik well (as opposed to the store-dummy in Star Trek 3).<p>It's a good transfer, best quality since I saw it when it was first released back in 1982 (all the TV/cable recordings I've seen have sucked).", The Best of the Original Crew Star Trek Movies
The Star of Bethlehem,B002RBHDFK,I AM,B005U0ZP46,Gospel of John,B00125W2IA,The Nativity Story,B003UORGI2,Luther,B0002C9D9K,Man From Earth,B002XJDV16,Collapse,B0040IUMR4,"['venture', 'action', 'crime']"," The Star of Bethlehem DVD is amazing!  The graphics were very good. It took me back to when I was a teenager at the lake and I'd sit and stare at the sky and talk to God. I didn't realize how much God talks to mankind through the graphics he created in the heavens! A lot of thought went into putting this together so everyone can understand.  After watching it with my husband, we both sat silent for several minutes taking it all in.  We showed it to our bible study group several days later and couldn't help laughing when it was over.....they were all awed and speechless, too!<br /><br />It truly is a MUST SEE...3 or 4 times! Don't miss out, it is amazing!!", The Star of Bethlehem
